sample_ID	provider_ID	genus	species	clade	location	sublocation	sex	gsdf_copies	chr19_ins_GT	chr19_ins_AC	chr7_ins_GT	chr7_ins_AC	avg_seq_depth	cram
cichlid7020205	D10G04	Aulonocara	saulosi	Deep	Chiofu	NA	M	2	0/0	24,0	0/0	11,0	15.2	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020205/fAstCal1.2/cichlid7020205.mem.crumble.cram
cichlid7020206	D10G05	Aulonocara	saulosi	Deep	Chiofu	NA	M	2	0/0	14,0	0/0	20,0	12.75	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020206/fAstCal1.2/cichlid7020206.mem.crumble.cram
cichlid6994240	D08D10	Aulonocara	saulosi	Deep	Chiofu	south rocks	M	2	0/0	20,0	0/0	12,0	13.4	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994240/fAstCal1.2/cichlid6994240.mem.crumble.cram
ILBCDS5879550	275A	Aulonocara	sp. 'blue Chilumba'	Deep	Chilumba	NA	M	2	0/0	15,0	0/0	10,0	18.89	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879550/fAstCal1.2/ILBCDS5879550.mem.crumble.cram
cichlid6994143	D06B09	Aulonocara	sp. 'blue orange'	Deep	Chilumba	Chilumba jetty	M	3	0/0	24,0	0/0	37,0	17.01	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994143/fAstCal1.2/cichlid6994143.mem.crumble.cram
cichlid6994144	D06B10	Aulonocara	sp. 'blue orange'	Deep	Chilumba	Chilumba jetty	M	3	0/0	26,0	0/0	20,0	15.84	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994144/fAstCal1.2/cichlid6994144.mem.crumble.cram
cichlid6994145	D06C01	Aulonocara	sp. 'blue orange'	Deep	Chilumba	Chilumba jetty	M	3	0/0	17,0	0/0	32,0	16.24	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994145/fAstCal1.2/cichlid6994145.mem.crumble.cram
cichlid6994146	D06C02	Aulonocara	sp. 'blue orange'	Deep	Chilumba	Chilumba jetty	M	3	0/0	22,0	0/0	35,0	16.67	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994146/fAstCal1.2/cichlid6994146.mem.crumble.cram
cichlid6994184	D06G02	Aulonocara	sp. 'blue orange'	Deep	Chilumba	Chilumba jetty	M	3	0/0	32,0	0/0	23,0	14.2	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994184/fAstCal1.2/cichlid6994184.mem.crumble.cram
cichlid6994185	D06G03	Aulonocara	sp. 'blue orange'	Deep	Chilumba	Chilumba jetty	M	3	0/0	23,0	0/0	33,0	17.2	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994185/fAstCal1.2/cichlid6994185.mem.crumble.cram
cichlid6994186	D06G04	Aulonocara	sp. 'blue orange'	Deep	Chilumba	Chilumba jetty	M	3	0/0	19,0	0/0	29,0	16.87	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994186/fAstCal1.2/cichlid6994186.mem.crumble.cram
cichlid6994187	D06G05	Aulonocara	sp. 'blue orange'	Deep	Chilumba	Chilumba jetty	M	3	0/0	30,0	0/0	34,0	17.57	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994187/fAstCal1.2/cichlid6994187.mem.crumble.cram
cichlid6994188	D06G06	Aulonocara	sp. 'blue orange'	Deep	Chilumba	Chilumba jetty	M	3	0/0	18,0	0/0	20,0	16.35	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994188/fAstCal1.2/cichlid6994188.mem.crumble.cram
cichlid6994189	D06G07	Aulonocara	sp. 'blue orange'	Deep	Chilumba	Chilumba jetty	M	3	0/0	21,0	0/0	24,0	18.59	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994189/fAstCal1.2/cichlid6994189.mem.crumble.cram
cichlid7020250	D11G03	Aulonocara	sp. 'copper'	Deep	Monkey Bay	NA	M	2	0/0	21,0	0/0	17,0	15.89	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020250/fAstCal1.2/cichlid7020250.mem.crumble.cram
cichlid7020262	D11I09	Aulonocara	sp. 'copper'	Deep	Monkey Bay	NA	M	2	0/0	20,0	0/0	17,0	15.19	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020262/fAstCal1.2/cichlid7020262.mem.crumble.cram
cichlid7020260	D11I03	Aulonocara	sp. 'copper'	Deep	Monkey Bay	NA	NA	2	0/0	25,0	0/0	21,0	16.72	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020260/fAstCal1.2/cichlid7020260.mem.crumble.cram
cichlid7020275	D12A05	Aulonocara	sp. 'copper'	Deep	Monkey Bay	NA	NA	2	0/0	18,0	0/0	13,0	14.39	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020275/fAstCal1.2/cichlid7020275.mem.crumble.cram
cichlid7020265	D11J02	Aulonocara	sp. 'deep'	Deep	Monkey Bay	NA	M	2	0/0	34,0	0/0	16,0	17.44	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020265/fAstCal1.2/cichlid7020265.mem.crumble.cram
cichlid7020258	D11H08	Aulonocara	sp. 'deep'	Deep	Monkey Bay	NA	NA	2	0/0	26,0	0/0	24,0	19.45	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020258/fAstCal1.2/cichlid7020258.mem.crumble.cram
ILBCDS5879549	A66	Aulonocara	sp. 'gold'	Deep	Southeast arm	NA	M	2	0/0	9,0	0/0	4,0	18.9	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879549/fAstCal1.2/ILBCDS5879549.mem.crumble.cram
ILBCDS5879557	A80	Aulonocara	sp. 'malembo orange'	Deep	Southeast arm	NA	M	2	0/0	16,0	0/0	14,0	17.43	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879557/fAstCal1.2/ILBCDS5879557.mem.crumble.cram
cichlid7020178	D14E05	Aulonocara	sp. 'malembo orange'	Deep	Southwest arm	NA	M	2	0/0	23,0	0/0	17,0	17.75	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020178/fAstCal1.2/cichlid7020178.mem.crumble.cram
cichlid7020179	D14E06	Aulonocara	sp. 'malembo orange'	Deep	Southwest arm	NA	M	2	0/0	19,0	0/0	22,0	16.53	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020179/fAstCal1.2/cichlid7020179.mem.crumble.cram
cichlid7020180	D14E07	Aulonocara	sp. 'malembo orange'	Deep	Southwest arm	NA	M	2	0/0	19,0	0/0	7,0	16.88	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020180/fAstCal1.2/cichlid7020180.mem.crumble.cram
cichlid7020183	D14F04	Aulonocara	sp. 'malembo orange'	Deep	Southwest arm	NA	M	2	0/0	22,0	0/0	20,0	17.73	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020183/fAstCal1.2/cichlid7020183.mem.crumble.cram
cichlid7020184	D14F05	Aulonocara	sp. 'malembo orange'	Deep	Southwest arm	NA	M	2	0/0	15,0	0/0	10,0	17.32	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020184/fAstCal1.2/cichlid7020184.mem.crumble.cram
cichlid7020185	D14F06	Aulonocara	sp. 'malembo orange'	Deep	Southwest arm	NA	M	2	0/0	13,0	0/0	12,0	15.64	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020185/fAstCal1.2/cichlid7020185.mem.crumble.cram
cichlid7020186	D14F07	Aulonocara	sp. 'malembo orange'	Deep	Southwest arm	NA	M	2	0/0	15,0	0/0	14,0	14.87	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020186/fAstCal1.2/cichlid7020186.mem.crumble.cram
cichlid7020187	D14F08	Aulonocara	sp. 'malembo orange'	Deep	Southwest arm	NA	M	2	0/0	11,0	0/0	17,0	15.37	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020187/fAstCal1.2/cichlid7020187.mem.crumble.cram
cichlid7020188	D14F09	Aulonocara	sp. 'malembo orange'	Deep	Southwest arm	NA	M	2	0/0	28,0	0/0	14,0	15.23	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020188/fAstCal1.2/cichlid7020188.mem.crumble.cram
cichlid7020189	D14F10	Aulonocara	sp. 'malembo orange'	Deep	Southwest arm	NA	M	2	0/0	20,0	0/0	14,0	16.15	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020189/fAstCal1.2/cichlid7020189.mem.crumble.cram
cichlid7020190	D14G01	Aulonocara	sp. 'malembo orange'	Deep	Southwest arm	NA	M	2	0/0	17,0	0/0	12,0	16.43	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020190/fAstCal1.2/cichlid7020190.mem.crumble.cram
cichlid7020191	D14G02	Aulonocara	sp. 'malembo orange'	Deep	Southwest arm	NA	M	2	0/0	25,0	0/0	16,0	16.48	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020191/fAstCal1.2/cichlid7020191.mem.crumble.cram
cichlid7020272	D12A02	Aulonocara	sp. 'minutus'	Deep	Monkey Bay	NA	F?	2	0/0	21,0	0/0	11,0	14.81	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020272/fAstCal1.2/cichlid7020272.mem.crumble.cram
cichlid7020271	D12A01	Aulonocara	sp. 'minutus'	Deep	Monkey Bay	NA	M	2	0/0	21,0	0/0	16,0	17.25	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020271/fAstCal1.2/cichlid7020271.mem.crumble.cram
cichlid7020273	D12A03	Aulonocara	sp. 'minutus'	Deep	Monkey Bay	NA	M	2	0/0	24,0	0/0	13,0	14.44	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020273/fAstCal1.2/cichlid7020273.mem.crumble.cram
cichlid7020276	D12A06	Aulonocara	sp. 'minutus'	Deep	Monkey Bay	NA	M	2	0/0	20,0	0/0	13,0	14.68	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020276/fAstCal1.2/cichlid7020276.mem.crumble.cram
cichlid7020266	D11J06	Aulonocara	sp. 'minutus'	Deep	Monkey Bay	NA	M	3	0/0	24,0	0/0	9,0	15.63	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020266/fAstCal1.2/cichlid7020266.mem.crumble.cram
cichlid7020257	D11H07	Aulonocara	sp. 'minutus'	Deep	Monkey Bay	NA	NA	2	0/0	29,0	0/0	22,0	17.84	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020257/fAstCal1.2/cichlid7020257.mem.crumble.cram
cichlid7020267	D11J07	Aulonocara	sp. 'minutus'	Deep	Monkey Bay	NA	NA	2	0/0	21,0	0/0	12,0	16.17	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020267/fAstCal1.2/cichlid7020267.mem.crumble.cram
cichlid7020268	D11J08	Aulonocara	sp. 'minutus'	Deep	Monkey Bay	NA	NA	2	0/0	19,0	0/0	11,0	16.77	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020268/fAstCal1.2/cichlid7020268.mem.crumble.cram
cichlid7020269	D11J09	Aulonocara	sp. 'minutus'	Deep	Monkey Bay	NA	NA	2	0/0	33,0	0/0	20,0	16.78	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020269/fAstCal1.2/cichlid7020269.mem.crumble.cram
cichlid7020270	D11J10	Aulonocara	sp. 'minutus'	Deep	Monkey Bay	NA	NA	2	0/0	29,0	0/0	13,0	19.15	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020270/fAstCal1.2/cichlid7020270.mem.crumble.cram
cichlid7020274	D12A04	Aulonocara	sp. 'minutus'	Deep	Monkey Bay	NA	NA	2	0/0	19,0	0/0	17,0	15.8	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020274/fAstCal1.2/cichlid7020274.mem.crumble.cram
cichlid7020277	D12A07	Aulonocara	sp. 'minutus'	Deep	Monkey Bay	NA	NA	2	0/0	22,0	0/0	23,0	16	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020277/fAstCal1.2/cichlid7020277.mem.crumble.cram
cichlid7020174	D14D04	Aulonocara	sp. 'yellow'	Deep	Cape Maclear	NA	M	4	0/0	26,0	0/0	17,0	17.82	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020174/fAstCal1.2/cichlid7020174.mem.crumble.cram
cichlid7020175	D14D05	Aulonocara	sp. 'yellow'	Deep	Cape Maclear	NA	M	4	0/0	16,0	0/0	32,0	17.11	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020175/fAstCal1.2/cichlid7020175.mem.crumble.cram
cichlid7020281	D12C03	Aulonocara	stonemani	Deep	Monkey Bay	NA	M	2	0/0	19,0	0/0	15,0	15.54	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020281/fAstCal1.2/cichlid7020281.mem.crumble.cram
ILBCDS5879558	A81	Aulonocara	stonemani	Deep	Southeast arm	NA	M	2	0/0	12,0	0/0	11,0	17.19	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879558/fAstCal1.2/ILBCDS5879558.mem.crumble.cram
cichlid7020364	D23C03	Aulonocara	stuartgranti	Deep	Cape Maclear	Thumbi West	NA	3	0/0	19,0	0/0	30,0	16.07	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020364/fAstCal1.2/cichlid7020364.mem.crumble.cram
cichlid7050633	D16A06	Aulonocara	stuartgranti	Deep	NA	NA	M	2	0/0	25,0	0/0	23,0	16.33	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050633/fAstCal1.2/cichlid7050633.mem.crumble.cram
ILBCDS5421994	430	Aulonocara	stuartgranti	Deep	NA	NA	M	2	0/0	14,0	0/0	7,0	24.79	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5421994/fAstCal1.2/ILBCDS5421994.mem.crumble.cram
ILBCDS5421995	429	Aulonocara	stuartgranti	Deep	NA	NA	M	3	0/0	10,0	0/0	11,0	16.57	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5421995/fAstCal1.2/ILBCDS5421995.mem.crumble.cram
cichlid6993906	D01E10	Aulonocara	stuartgranti	Deep	Nkhata Bay	Kampango point	M	3	0/0	16,0	0/0	14,0	14.95	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6993906/fAstCal1.2/cichlid6993906.mem.crumble.cram
cichlid6993969	D03G05	Aulonocara	stuartgranti	Deep	Nkhata Bay	Viking reef	M	3	0/0	20,0	0/0	23,0	16.6	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6993969/fAstCal1.2/cichlid6993969.mem.crumble.cram
cichlid6993970	D03G06	Aulonocara	stuartgranti	Deep	Nkhata Bay	Viking reef	NA	3	0/0	22,0	0/0	16,0	16.94	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6993970/fAstCal1.2/cichlid6993970.mem.crumble.cram
ILBCDS5438972	AULM	Aulonocara	stuartgranti	Deep	Usisya	NA	F	2	0/0	26,0	0/0	15,0	28.32	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438972/fAstCal1.2/ILBCDS5438972.mem.crumble.cram
ILBCDS5879615	EM7	Aulonocara	stuartgranti	Deep	Usisya	NA	F	2	0/0	19,0	0/0	9,0	15.58	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879615/fAstCal1.2/ILBCDS5879615.mem.crumble.cram
ILBCDS5879617	EM19	Aulonocara	stuartgranti	Deep	Usisya	NA	F	2	0/0	11,1	0/0	9,0	15.92	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879617/fAstCal1.2/ILBCDS5879617.mem.crumble.cram
ILBCDS5438973	AULF	Aulonocara	stuartgranti	Deep	Usisya	NA	M	2	0/0	52,0	0/0	31,0	45.97	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438973/fAstCal1.2/ILBCDS5438973.mem.crumble.cram
ILBCDS5438974	AULO	Aulonocara	stuartgranti	Deep	Usisya	NA	NA	2	0/0	43,0	0/0	41,0	41.65	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438974/fAstCal1.2/ILBCDS5438974.mem.crumble.cram
cichlid7020137	D13H04	Lethrinops	gossei	Deep	Cape Maclear	NA	M	2	0/0	20,0	0/0	15,0	17.27	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020137/fAstCal1.2/cichlid7020137.mem.crumble.cram
cichlid7020138	D13H05	Lethrinops	gossei	Deep	Cape Maclear	NA	M	2	0/0	18,0	0/0	10,0	16.02	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020138/fAstCal1.2/cichlid7020138.mem.crumble.cram
cichlid7020139	D13H06	Lethrinops	gossei	Deep	Cape Maclear	NA	M	2	0/0	28,0	0/0	14,0	16.22	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020139/fAstCal1.2/cichlid7020139.mem.crumble.cram
cichlid7020140	D13H07	Lethrinops	gossei	Deep	Cape Maclear	NA	M	2	0/0	18,0	0/0	16,0	16.56	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020140/fAstCal1.2/cichlid7020140.mem.crumble.cram
cichlid7020142	D13H09	Lethrinops	gossei	Deep	Cape Maclear	NA	M	2	0/0	22,0	0/0	15,0	16.76	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020142/fAstCal1.2/cichlid7020142.mem.crumble.cram
cichlid7020143	D13H10	Lethrinops	gossei	Deep	Cape Maclear	NA	M	2	0/0	30,0	0/0	16,0	16.69	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020143/fAstCal1.2/cichlid7020143.mem.crumble.cram
cichlid7020144	D13I01	Lethrinops	gossei	Deep	Cape Maclear	NA	M	2	0/0	21,0	0/0	16,0	16.78	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020144/fAstCal1.2/cichlid7020144.mem.crumble.cram
cichlid7020145	D13I02	Lethrinops	gossei	Deep	Cape Maclear	NA	M	2	0/0	18,0	0/0	12,0	16.61	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020145/fAstCal1.2/cichlid7020145.mem.crumble.cram
cichlid7020146	D13I03	Lethrinops	gossei	Deep	Cape Maclear	NA	M	2	0/0	13,0	0/0	7,0	15.54	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020146/fAstCal1.2/cichlid7020146.mem.crumble.cram
cichlid7020141	D13H08	Lethrinops	gossei	Deep	Cape Maclear	NA	M	3	0/0	30,0	0/0	25,0	15.98	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020141/fAstCal1.2/cichlid7020141.mem.crumble.cram
cichlid7050711	D24H02	Lethrinops	gossei	Deep	Chinyankwazi	NA	NA	2	0/0	23,0	0/0	7,0	13.71	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050711/fAstCal1.2/cichlid7050711.mem.crumble.cram
cichlid7020244	D11E05	Lethrinops	gossei	Deep	Monkey Bay	NA	M	2	0/0	15,0	0/0	9,0	15.38	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020244/fAstCal1.2/cichlid7020244.mem.crumble.cram
cichlid7020241	D11E02	Lethrinops	gossei	Deep	Monkey Bay	NA	M	3	0/0	23,0	0/0	32,0	17.68	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020241/fAstCal1.2/cichlid7020241.mem.crumble.cram
cichlid7020242	D11E03	Lethrinops	gossei	Deep	Monkey Bay	NA	M	3	0/0	22,0	0/0	32,0	16.38	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020242/fAstCal1.2/cichlid7020242.mem.crumble.cram
cichlid7020243	D11E04	Lethrinops	gossei	Deep	Monkey Bay	NA	M	3	0/0	13,0	0/0	19,0	15.34	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020243/fAstCal1.2/cichlid7020243.mem.crumble.cram
cichlid7020245	D11E06	Lethrinops	gossei	Deep	Monkey Bay	NA	M	6	0/0	23,0	0/0	66,0	17.4	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020245/fAstCal1.2/cichlid7020245.mem.crumble.cram
CICHM16429747	D12A09	Lethrinops	gossei	Deep	Monkey Bay	north Monkey Bay	M	2	0/0	44,0	0/0	26,0	43.24	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429747/fAstCal1.2/CICHM16429747.mem.crumble.cram
CICHM16429749	D12B01	Lethrinops	gossei	Deep	Monkey Bay	north Monkey Bay	M	2	0/0	33,0	0/0	26,0	29.34	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429749/fAstCal1.2/CICHM16429749.mem.crumble.cram
CICHM16429781	D12A10	Lethrinops	gossei	Deep	Monkey Bay	north Monkey Bay	M	2	0/0	30,0	0/0	27,0	26.46	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429781/fAstCal1.2/CICHM16429781.mem.crumble.cram
ILBCDS5422001	A79	Lethrinops	gossei	Deep	Southeast arm	NA	M	2	0/0	11,0	0/0	11,0	16.54	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5422001/fAstCal1.2/ILBCDS5422001.mem.crumble.cram
cichlid7020321	D20B01	Lethrinops	lethrinus	Deep	Southeast arm	Palm beach	M	4	0/0	24,0	0/0	41,0	16.29	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020321/fAstCal1.2/cichlid7020321.mem.crumble.cram
cichlid7020148	D13I10	Lethrinops	longipinnis	Deep	Cape Maclear	NA	M	2	0/0	22,0	0/0	8,0	16.25	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020148/fAstCal1.2/cichlid7020148.mem.crumble.cram
cichlid7020149	D13J01	Lethrinops	longipinnis	Deep	Cape Maclear	NA	M	2	0/0	22,0	0/0	19,0	17.42	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020149/fAstCal1.2/cichlid7020149.mem.crumble.cram
cichlid7020239	D11D05	Lethrinops	sp. 'albus deep water'	Deep	Monkey Bay	NA	M	3	0/0	23,0	0/0	23,0	15.68	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020239/fAstCal1.2/cichlid7020239.mem.crumble.cram
cichlid7020130	D13E09	Lethrinops	sp. 'blue nose'	Deep	Southeast arm	north of Boadzulu	M	2	0/0	19,0	0/0	8,0	13.12	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020130/fAstCal1.2/cichlid7020130.mem.crumble.cram
cichlid7020129	D13E08	Lethrinops	sp. 'blue-nose'	Deep	Southeast arm	north of Boadzulu	M	2	0/0	17,0	0/0	11,0	16.32	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020129/fAstCal1.2/cichlid7020129.mem.crumble.cram
cichlid7020240	D11D10	Lethrinops	sp. 'deepwater altus'	Deep	Monkey Bay	NA	M	2	0/0	22,0	0/0	17,0	15.79	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020240/fAstCal1.2/cichlid7020240.mem.crumble.cram
